title,description,creator,date,subjects,source,orig-id,rights,type,format,object-id
Lincoln's Life Motto,Card with inspirational sayings about living up to what is true and to live up to one's potential even if that means not being a winner or succeeding. Printed by Boise High School Press.,,1937-01-01,Inspiration,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_13,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,704
The Drunkard,"Pamphlet promotes a play entitled 'The Drunkard,' originally titled 'The Fallen Saved,' set in New York State in 1843 depicting the life of a family in five acts and showing at The Theatre Mart, 605 North Juanita.",,1937-01-01,Play; Redemption; The Fall,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_14,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,705
Dines Quality Coal,"Business card promoting Dines Quality Cole provided by Madison Lumber & Mill Company, includes winter scene with village and smoke coming from chimneys and the slogan 'Our Ton is 2001 Lbs.'",,1937-01-01,Promotion; Dine's Coal,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_15,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,image/jpg,706
"The Shepherd of Moscow, Idaho","Article from Colliers Magazine provides a holistic view of Frank B. Robinson's life and Psychiana, including Robinson's travels before founding Psychiana, the development of the literature and doctrine, those who oppose and criticize Psychiana, and the financial success of Robinson himself.","Kobler, John",1943-02-20,Robinson's Life; Psychiana Criticism; Robinson's Wealth,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_Colliers_02-20-1943_page46_62_63,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,707
The Lance,"Magazine includes several articles criticizing the operation of certain bureaus, specifically targeting the Better Businesses Bureau, identified as 'BBB,' in Chicago for tax immunity and presents the case that the bureau has no grounds for tax exempt status.","Whalen, K. J.",1946-10-01,Better Businesses Bureau; Tax Exempt,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_19,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,708
The First Church News,"A journal article published by The First Congregation Church in Columbus Ohio -- Journal vol. VI includes a feature on Washington Gladden, Minister of the First Congregational Church from 1882 until the year of his death in 1918. Articles include quotes about Gladden, inspirational poetry, and features on his family and associates.",,1936-02-01,Washington Gladden; Minister; Inspiration; Poetry,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_20,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,709
Your Creative Mind,"Pamphlet printed by the First Methodist Church in Iowa City, Iowa  presents the dilemma of fundamental differences in Christian sects on the concept of the God-Power and announces the publication of the book 'They Have Found a Faith,' which compares tenets of multiple young religions, including Psychiana.","Dunnington, L.L.",1946-01-01,Jesus Christ; Christian Sects; God-Power,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_21,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,710
The Biography of Every God Is an Epic,"Published in the New York Times Book Review, article provides a synopsis for A. Eustace Haydon's book, Biography of the Gods, which discusses the roots of divine figures and their epics in man's age-long aspirations and social needs.",,1941-11-16,Origin of God; A. Eustace Hayden; Doctrine Parallels,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_22,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,711
Frank B. Robinson standing in front of his  Duesenberg convertible coupe,Newspaper clipping of a photograph of Frank B. Robinson standing in front of his Duesenberg Convertible Coupe.,,1935,Duesenberg Convertible Coupe,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_16,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,712
List of contributors who donated money to send Mary Louis Hunter to the World's Fair in Chicago,"List includes various names and amounts of people who contributed money to send Mary Louis Hunter to the World's Fair, along with a list of expenses including railway fares, Pullman tickets, Coupons for tour trip, and Person expenses.",,1933,World's Fair; Donations,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana",MG101_b6_miscellaneous_clippings_23,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,application/pdf,713
