title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
WAC People,"Barkhuff, William Delbert",1905-03-06,Man standing.,Men--Washington (State)--Pullman; Rooms &amp; spaces--Washington (State)--Pullman; Pictures--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n19,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,46
WAC People,"Barkhuff, William Delbert",1905-03-06,Three men sitting on bed.,Furniture--Washington (State)--Pullman; Men--Washington (State)--Pullman; Tables--Washington (State)--Pullman; People--Washington (State)--Pullman; Plaques--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n20,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,47
"Pullman, 1898","Barkhuff, William Delbert",1898-04-28,General &quot;Butcher&quot; Weyler hanging in effigy from electric lines in downtown Pullman.,Mannequins--Washington (State)--Pullman; Electric lines--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Houses--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n21,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,48
WAC People,"Barkhuff, William Delbert",1905-03-06,People running around track.,Track athletics--Washington (State)--Pullman; Men--Washington (State)--Pullman; Runners (Sports)--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n22,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,49
WAC People,"Barkhuff, William Delbert",1905-03-06,People jumping over hurdles.,Track athletics--Washington (State)--Pullman; Crowds--Washington (State)--Pullman; People--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n23,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,50
WAC People,"Barkhuff, William Delbert",1905-03-06,Men playing football.,Football--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n24,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,51
Team at Dock Landing,"Barkhuff, William Delbert",1905-03-06,Football team at dock landing.,Loading docks--Washington (State)--Pullman; Men--Washington (State)--Pullman; Football players--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n26,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,52
Team at Dock Landing,"Barkhuff, William Delbert",1905-03-06,Football team at dock landing.,Football players--Washington (State)--Pullman; Loading docks--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n29,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,53
"Bedroom in Dormitory, ca. 1893","Barkhuff, William Delbert",1905-03-06,Dormitory room.  Bed in center.  Window and table to left.  Door on right.,Rooms &amp; spaces--Washington (State)--Pullman; Tables--Washington (State)--Pullman; Furniture--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n30,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,54
WAC Scenes and People,"Barkhuff, William Delbert",1905-03-06,Men sitting in room.,Books--Washington (State)--Pullman; Men--Washington (State)--Pullman; People--Washington (State)--Pullman; Rooms &amp; spaces--Washington (State)--Pullman; Plaques--Washington (State)--Pullman; Pictures--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n31,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,55
"Cadets with surveying equipment WAC Thompson Hall, 1892-1898","Barkhuff, William Delbert",1905-03-06,Men with surveying equipment.,Surveying equipment--Washington (State)--Pullman; Men--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n32,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,56
Gar and Officers,"Barkhuff, William Delbert",1905-03-06,Group of cadets.,Buildings--Washington (State)--Pullman; Cadets--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n33,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,57
"Cadets with surveying equipment, Thompson Hall WAC, 1892-1898","Barkhuff, William Delbert",1905-03-06,Men with surveying equipment.,Men--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Surveying equipment--Washington (State)--Pullman; Winter--Washington (State)--Pullman; Snow--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n34,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,58
Baker,"Barkhuff, William Delbert",1905-03-06,Cadet officer.,Snow--Washington (State)--Pullman; Winter--Washington (State)--Pullman; Military officers--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n35,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,59
Gar and Officers 2,"Barkhuff, William Delbert",1905-03-06,"Cadets, Military officers.",Military officers--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Cadets--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n36,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,60
Gar and Officers 3,"Barkhuff, William Delbert",1905-03-06,Group of cadets and officers.,Military officers--Washington (State)--Pullman; Men--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Cadets--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f03n37,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,61
