title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
"Establishment of sweet clover in dry land areas, The","Siddoway, Francis H.; McKay, Hugh C.",1955-03-01,"16 p., Idaho Agricultural Experiment Station, Bulletin 227, March 1955.",dryland farming; Melilotus; Dry farming; Sweet clover;,Idaho Agricultural Experiment Station,uica_b227,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-03,eng,Bulletin (University of Idaho. College of Agriculture),227,1145
"Idaho's Noxious Weeds, 5th edition (816, Bulletin, 2010)","Prather, Timothy S.; Robins, Sandra; Morishita, Don",2010-01-01,"147 p. PDF, University of Idaho Extension, Moscow Idaho, Bulletin 816, 2010.",noxious weeds; Noxious weeds--Idaho--Identification--Guidebooks; Noxious weeds--Idaho--Guidebooks;,University of Idaho. College of Agriculture,uica_b816,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010,eng,Bulletin (University of Idaho. College of Agriculture),816,1294
Yellow starthistle in North-Central Idaho: A survey of farmers' and ranchers' behavior and attitudes (1982 and 1988),"Carlson, John E.; Willis, David B.; Michalson, Edgar L.; Callihan, Robert H.",1990-04-01,"12 p., Agricultural Experiment Station, Bulletin No. 712, April 1990.",Centaurea solstitialis; farmers' attitudes; Centaurea--Idaho; Weeds--Control--Idaho,Idaho Agricultural Experiment Station,uica_b712,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),712,1307
Spring-planted pea and triticale production in Northern Idaho,"Hall, Marvin H.; Kephart, Kenneth D.; Eckert, James W.",1990-06-01,"8 p., Agricultural Experiment Station, Bulletin No. 713, June 1990.",crop production; peas; triticale; Triticale--Idaho; Peas--Idaho,Idaho Agricultural Experiment Station,uica_b713,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),713,1316
Enhancement of bean field emergence by seed moisturization,"Wilson, Dale O. Jr.; Murray, Glen A.",1990-09-01,"7 p., Agricultural Experiment Station, Bulletin No. 714, September 1990.",beans; seeds; Beans--Water requirements; Beans--Seeds,Idaho Agricultural Experiment Station,uica_b714,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),714,1324
Dryland winter rapeseed production guide,"Kephard, Kenneth D.; Murray, Glen A.",1990-10-01,"24 p., Cooperative Extension System, Bulletin No. 715, October 1990.",dryland farming; rapeseed; Rapeseed--Idaho,University of Idaho. Cooperative Extension Service,uica_b715,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),715,1349
Tansy ragwort biology and eradication,"Callihan, Robert H.; Old, Richard R.",1990-11-01,"6 p., Cooperative Extension System, Bulletin No. 716, November 1990.",Senecio jacobaea; weed control; Senecio; Livestock poisoning plants;,University of Idaho. Cooperative Extension Service,uica_b716,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),716,1356
The benefit of research to producers and consumers of western wheat,"Araji, A. A.; White, F. C.",1990-09-01,"8 p., Agricultural Experiment Station, Bulletin No. 717, September 1990.",food research; wheat; Wheat--Research--West (U.S.),Idaho Agricultural Experiment Station,uica_b717,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),717,1365
Feedlot manure in agricultural production: Costs and application rates,"Araji, A. A.; Stodick, L.",1990-11-01,"10 p., Agricultural Experiment Station, Bulletin No. 718, November 1990.",animal manures; feedlots; fertilizer application; production costs; Cattle--Manure; Feedlots--Waste disposal,Idaho Agricultural Experiment Station,uica_b718,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),718,1376
Field bindweed biology and management,"Callihan, Robert H., 1933-; Eberlein, Charlotte Vawter; McCaffrey, Joseph P. 1951-; Thill, Donn C.",1990-12-01,"8 p., Cooperative Extension System, Bulletin No. 719, December 1990.",Convolvulus arvensis; weed control; Bindweeds--Idaho,University of Idaho. Cooperative Extension Service,uica_b719,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),719,1385
The benefits of investments in the University of Idaho College of Agriculture Research and Extension programs,"Araji, A. A.",1990-12-01,"8 p., Cooperative Extension System, Bulletin No. 720, December 1990.",agricultural experiment stations; agricultural research; Agriculture--Research--Idaho,University of Idaho. Cooperative Extension Service,uica_b720,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),720,1394
Credit cards,"Fox, Linda Kirk",1991-06-01,"8 p., Cooperative Extension System, Bulletin No. 721, June 1991.",consumer credit; Credit cards--Management; Credit--Management,University of Idaho. Cooperative Extension Service,uica_b721,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),721,1403
Interest rates and agriculture,"Long, Roger B.",1991-06-01,"4 p., Agricultural Experiment Station, Bulletin No. 722, June 1991.",agricultural finance; interest (finance); Agriculture--Economic aspects,Idaho Agricultural Experiment Station,uica_b722,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2010-05,eng,Bulletin (University of Idaho. College of Agriculture),722,1408
