title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
"Hecla Mine, Burke (Idaho)","Barnard Studio (Wallace, Idaho)",1908,yes,"Interior view of the hoist room in the Hecla Mine in Burke, Idaho.",mines (extracting complexes)silver minesequipment,United States--Idaho--Shoshone County--Burke,Burke,47.519011,-115.735001,PG 8-X117,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/53,53
"Wallace (Idaho), Hathaway building, 1916","Barnard Studio (Wallace, Idaho)",1916,yes,"Image of the Hathaway building in Wallace, Idaho before it was torn down.",buildings (structures),United States--Idaho--Shoshone County--Wallace,Wallace,47.473177,-115.925481,PG 8-X118,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/54,54
"Hecla Mine, Burke (Idaho), 1912","Barnard Studio (Wallace, Idaho)",10/27/1912,,"Mine pump at Hecla Mine in Burke, Idaho",pumping machinery,United States--Idaho--Shoshone County--Burke,Burke,47.519021,-115.735011,PG 8-X135b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/55,55
"Wallace (Idaho), Otterson Co. Store","Barnard Studio (Wallace, Idaho)",1913,yes,"Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho.",hardware storesbusiness (commercial function),United States--Idaho--Shoshone County--Wallace,Wallace,47.474095,-115.927939,PG 8-X009a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/56,56
"Hecla Mine, Burke (Idaho), 1909","Barnard Studio (Wallace, Idaho)",1909,yes,"View of Hecla Mine in Burke, Idaho. Railroad cars sit in front of the buildings, with Canyon Creek running in front.",mine buildingsmines (extracting complexes)railroads cars,United States--Idaho--Shoshone County--Burke,Burke,47.523001,-115.735001,PG 8-X151,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/57,57
"Hercules Mine, Burke (Idaho), 1910","Barnard Studio (Wallace, Idaho)",1910,yes,Image looking down-canyon at the Hercules Mine in Burke Idaho.,mine buildingsmines (extracting complexes),United States--Idaho--Shoshone County--Burke,Burke,47.473652,-115.923909,PG 8-X155b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/58,58
"Hercules Concentrating Mill, Wallace (Idaho), 1910","Barnard Studio (Wallace, Idaho)",1910,yes,"Image of the Hercules Concentrating Mill in Wallace, Idaho. Northern Pacific Railroad cars sit on the tracks in front of the buildings. One car is loaded with mine timbers.",mine buildingsmines (extracting complexes)railroads cars,United States--Idaho--Shoshone County--Wallace,Wallace,47.473611,-115.923844,PG 8-X158,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/59,59
"Hercules Mine, Burke (Idaho), 1909","Barnard Studio (Wallace, Idaho)",1909,yes,View of the Hercules Mill. A possible flume can be seen at the bottom right-hand corner of the photograph; Caption on front: 'Hercules Mill and Tram'.,mine buildingsmines (extracting complexes)flumes,United States--Idaho--Shoshone County--Burke,Burke,47.473642,-115.923929,PG 8-X156,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/60,60
"Hercules Mine, Burke (Idaho), 1910","Barnard Studio (Wallace, Idaho)",1910,yes,"Hercules Mine in Burke, Idaho. This view, looking down on the buildings, shows the roofs of the buildings and piles of logs stacked in the yard. Caption on front: &quot;&quot;Hercules Mine&quot;&quot;.",mine buildingsmines (extracting complexes),United States--Idaho--Shoshone County--Burke,Burke,47.473672,-115.923939,PG 8-X160,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/61,61
"Kellogg (Idaho), 1910 [1]","Barnard Studio (Wallace, Idaho)",1910,yes,Caption on front: &quot;&quot; McKinley Avenue looking east from bridge over flume.&quot;&quot;,main streets,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.538223,-116.137462,PG 8-X120a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/62,62
"Kellogg (Idaho), 1910 [2]","Barnard Studio (Wallace, Idaho)",1910,yes,"A view of McKinley Avenue, featuring the Kellogg Hotel on the right.",hotels (public accommodations) (public accommodations)main streets,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.538233,-116.137455,PG 8-X120b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/63,63
"Kellogg (Idaho), 1912 [1]","Barnard Studio (Wallace, Idaho)",1912,yes,"Image of McKinley Avenue shows the First State Bank of Kellogg, A.P. Hutton - General Merchandise and others",banks (financial institutions)main streets,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.536543,-116.130509,PG 8-X121a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/64,64
"Kellogg (Idaho), 1912 [2]","Barnard Studio (Wallace, Idaho)",1912,yes,"Exterior image shows McConnell Hotel on one side of Main Street, a theater on the other.",movie theatersmain streetshotels (public accommodations) (public accommodations),United States--Idaho--Shoshone County--Kellogg,Kellogg,47.536522,-116.130511,PG 8-X121b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/65,65
"Kellogg (Idaho), 1912 [3]","Barnard Studio (Wallace, Idaho)",1912,yes,"Image shows a Bull Durham tobacco advertisement on the side of a building on Main Street, Kellogg Idaho",main streets,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.536511,-116.130522,PG 8-X122,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/66,66
"Wallace (Idaho), Otterson Co. Store","Barnard Studio (Wallace, Idaho)",1913,yes,"Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho.",hardware storesbusiness (commercial function),United States--Idaho--Shoshone County--Wallace,Wallace,47.474085,-115.927929,PG 8-X009b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/67,67
"Kellogg (Idaho), 1912 [4]","Barnard Studio (Wallace, Idaho)",1912,yes,"A view of McKinley Avenue in Kellogg, Idaho; Caption on front: &quot;&quot;Street scene YMCA in foreground&quot;&quot;",gymshotels (public accommodations) (public accommodations)main streets,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.536501,-116.130533,PG 8-X123,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/68,68
"Kellogg (Idaho), 1912 School","Barnard Studio (Wallace, Idaho)",1912,yes,Exterior view of Kellogg School; Caption on front: &quot;&quot;Kellogg School.&quot;&quot;,elementary schoolsschools (buildings),United States--Idaho--Shoshone County--Kellogg,Kellogg,47.536599,-116.130599,PG 8-X124,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/69,69
"Kellogg (Idaho), 1912 [5]","Barnard Studio (Wallace, Idaho)",1912,yes,View of Kellogg looking towards Wardner. Haystack Peak can be seen in the background.,mining townspeaks (landform components)dwellings,United States--Idaho--Shoshone County--Kellogg,Kellogg,47.540784,-116.119137,PG 8-X125,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/70,70
"Wallace (Idaho), Library, 1912","Barnard Studio (Wallace, Idaho)",1912,yes,Exterior view of the Newly-built Wallace Carnegie Public Library.,Carnegie librariespublic buildings,United States--Idaho--Shoshone County--Wallace,Wallace,47.474008,-115.925792,PG 8-X126,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/71,71
"Wallace (Idaho), Jameson Building","Barnard Studio (Wallace, Idaho)",1905,yes,Exterior of Sweet&apos;s Hotel and William&apos;s and Fahle Jameson&apos;s Place. There is a shoe-shine stand and a constable talking to a man hosing off the sidewalk. Billiard Hall (Phister and Burns) is written on the two of the outside windows.,hotels (public accommodations) (public accommodations)main streetsbusiness (commercial function),United States--Idaho--Shoshone County--Wallace,Wallace,47.472488,-115.925755,PG 8-X127,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/72,72
"Mace (Idaho), Snow Slide, 1910 [1]","Barnard Studio (Wallace, Idaho)",2/27/1910,,"Image depicts building wreckage from a snow slide, with people standing around.",avalanches,United States--Idaho--Shoshone County--Mace,Burke,47.519019,-115.825029,PG 8-X128,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/73,73
"Wallace (Idaho), Barnard, T.N. at his residence, 1898 [1]","Barnard Studio (Wallace, Idaho)",1898,yes,"Image shows T.N. Barnard standing at his residence in Wallace, Idaho [1898] with a group of people. Mr. Barnard was a photographer and the owner of Barnard&apos;s Studio in Wallace, Idaho.",dwellingsgroups of people,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X051b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/74,74
"Mace (Idaho), Snow Slide, 1910 [2]","Barnard Studio (Wallace, Idaho)",2/27/1910,,"Image depicts building debris from a snow slide. Men, women and children standing at the scene.",avalanches,United States--Idaho--Shoshone County--Mace,Burke,47.519029,-115.825019,PG 8-X129,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/75,75
"Mace (Idaho), Snow Slide, 1910 [3]","Barnard Studio (Wallace, Idaho)",2/27/1910,,"Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide.",avalanchesgroups of people,United States--Idaho--Shoshone County--Mace,Burke,47.518264,-115.822105,PG 8-X131,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/76,76
"Mace (Idaho), Snow Slide, 1910 [4]","Barnard Studio (Wallace, Idaho)",2/27/1910,,"Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide.",avalanchesgroups of people,United States--Idaho--Shoshone County--Mace,Burke,47.518274,-115.822115,PG 8-X132,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/77,77
"Wallace (Idaho), Telephone men","Barnard Studio (Wallace, Idaho)",1914,yes,"Image shows six telephone men in Wallace, Idaho standing on telephone pole. The building is Masonic Temple (background) and Stevens Meat Market (Foreground).",telephone polesgroups of people,United States--Idaho--Shoshone County--Wallace,Wallace,47.471577,-115.923151,PG 8-X010,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/78,78
"Wallace (Idaho), Barnard, T.N. at his residence, 1898 [2]","Barnard Studio (Wallace, Idaho)",1898,yes,"Image shows T.N. Barnard at his residence in Wallace, Idaho [1898] with a group of people. Mr. Barnard was a photographer and the owner of Barnard&apos;s Studio in Wallace, Idaho. Caption below image:'Left to right - Mr. T. N. Barnard with Nathan N., Enoch A., Mrs. T.N. Barnard, William, (sitting) Mrs. L.J. Whitney, (standing with bicycle) Marie Hedum. (Standing in background) Unidentified.'",dwellingsgroups of peoplebicycles,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X051a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/79,79
