title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Assessed Tabulations of Bunker Hill and Sullivan Property, 1899",,Detailed list and assessed values of property owned.,1899,taxes; accounting,United States--Idaho--Shoshone County--Kellogg,,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,52
"Letter from Frederick Burbidge to Alex. Granger, July 26, 1899 [01]","Burbidge, Frederick",Burbidge explains enclosed checks.,1899-07-26,checks; accounting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,53
"Telegram from F.W. Bradley to Alexander Granger, July 26, 1899","Bradley, F.W.",Bradley describes his travel plans.,1899-07-26,travel,United States--California--El Dorado County--Placerville,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,54
"Letter from Frederick Burbidge to F.W. Bradley, July 26, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley on another companys uses of water.,1899-07-26,water rights,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,55
"Telegram from [F.E.] Bradley to Bunker Hill & Sullivan M & C Co. April 04, 1899","Bradley, F.W.",Bradley reports on his travel plans.,1899-04-04,travel,United States--Pennsylvania--Philadelphia County--Philadelphia,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,56
"Letter from Frederick Burbidge to Alex. Granger, July 26, 1899 [02]","Burbidge, Frederick",Burbidge explains enclosed check; handwritten.,1899-07-26,checks,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,57
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [01]","Burbidge, Frederick",Burbidge discusses legal matters involving Mr. Heyburn.,1899-07-29,legal disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,58
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [02]","Burbidge, Frederick",Burbidge informs Bradley of the mills construction progress.,1899-07-29,construction,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,59
"Letter from Frederick Burbidge to Alex. Granger, July 29, 1899","Burbidge, Frederick",Burbidge explains an enclosed check.,1899-07-29,checks; accounting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,60
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [03]","Burbidge, Frederick",Burbidge discusses the building of a school house; 2 pages.,1899-07-29,construction; community,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,61
"Letter from Frederick Burbidge to F.W. Bradley, July 28, 1899 [01]","Burbidge, Frederick","Burbidge refers to telegram MG367_85_047, written in code.",1899-07-28,codes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,62
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [04]","Burbidge, Frederick",Burbidge describes his dealings with the Industrial Commission.,1899-07-29,labor unions,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,63
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [05]","Burbidge, Frederick",Burbidge explains who he will hire to complete an underground survey.,1899-07-29,hiring; legal disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,64
"Letter from Frederick Burbidge to F.W. Bradley, July 29, 1899 [06]","Burbidge, Frederick",Burbidge discusses ore contracts; 2 pages.,1899-07-29,ore; contracts,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,65
"Letter from Frederick Burbidge to F.W. Bradley, July 30, 1899","Burbidge, Frederick",Burbidge discusses water flow and flumes with regards to the Last Chance Company.,1899-07-30,water supply; property damage,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,66
