Title	Creator	Description	Date	Subject	Keywords	Relation	Contributing Institution	Publisher Digital	Digital Collection Website	Source	Identifier	Publisher	Format Original	Type	Format	Digitization Specifications	Rights	Language	Date Digital	Coverage	Latitude	Longitude	Full text	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Bruces Eddy Bill	Smith, Allan A.	Cover letter for the Bruces Eddy Bill	1956-01-05	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-020		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/25	25	26.cpd	/dworshak/supp/25/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														• •  DEPARTWENT OF THE ARUY  Washington, D.C.  Honorable nnis Chavez R£C'O JU \955  Cha A, ~ Ittee on PublIC Works  oited Sta es Senate  Wasl&gt;lngto , D.C.  Dear Wr. Cbairman:  I all trans"l tt i ng hereei th, a re" rt dated 25 Apr i I 1955,  froe the Chief of Inglneers, Depar nt of the ArIlY, together  eith accoepanying papers and i ~ustratlons, on Widdle Snake  River, Snake River and Tributaries, .yoeing, Idaho, Oregon  and eshington. This inves11~ation eas requested by a resolu­tion  of the Co.. ittee on Public Yorks, United States Senate,  adopted on 5 October 1951. The Bur""4f the Budget has ad­vised  that ehlle thate would be no objectt~ to the sub.lssion  of the proposed report of the Chief of Engineers to the Congress,  authorization for complete Federal developllent of the Bruces  Eddy end PeRhy Cl iffs projects eould AOt be in accorclwith the  pr09ra• • f the President until the possibilities of 10c~1 par­ticIpation  have been fully explored. The complete viees of the  Bureau of the Budget are contained in the attached copy of its  letter.  II  In view of the fect that a large proportion of the benefits  of the projects consist of flood control benefits and of bene­fits  to downstrea. Federal da.s, the Chief of Engineers con­siders  that construction of aithar project as a whole is un­likely  to be financially profitable for aay licensae unless  sOlie forll of Federal financial participation Is authorized.  ~ A partnership arrange ent, under which the Federal Govern­Ilent  eould build the da. and non-Federal Interests the po.er  facilities, could be developed so as to conforll ganerally to  prev ious 1y proposed partnersh ip plans. Th i s eou 1d be accom­plished  by legislation essantially sl.ilar to H. R. 4662 for  the Cougar and Green Peter projects. Under this arrangement,  the participating company eould finance the entire cost of the  project allocated to production of power at site. There is  one basic difference beteeen the Cougar and Graen Peter pro­jects  and the Clearwater Basin projects now undar consideration.  The operetion of the latter Ilust be coordinated closely with  downstrea. plants In order to obtain the maxillu. advantage for  the region as a whole, in viee of the very large doenstrea.  power benefits which can be obtained. This relationship re­quires  a sub-allocation of allocated poeer costs for the Bruces  Eddy project between at-site power and Federal downstrea. power.  Although the ..thod. for .aklng this type of alloeatlon are not 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/26	26	27.pdfpage	/dworshak/image/27.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														Letter to the ~onorable Dannis Chavez  established, this difficulty can b. ov.rcoma. Operational  arrangements w 11 ba requlrad through which tha operation  of this proj,ct will ba coordlnatad wIth othar dams and reser­voirs  in tha Intarest of the region as a whola.  It Is believed that the projects as recommanded by the  Chiaf of Enginears should ba authorized at an early dat.. It  is raco mendad that this be accomplished by means of a partner­ship  arrange nt, praferably one similar In principle to H.R.  4662, as outlinad in the rec.dlng paragraph.~  S ceraly your,  R rt T. St ~.ns  Se retary of the ~my  ---  1 I~I  R.p wi accompg.  paper & illustrations  cc: Secy of tft. Army 121  Ass ~1 of th Ar y ICYA)  ~Co.eback, aCE, oom 2316  Bur.au of the BUdget (2)  Budget Officer, Dept. of Army 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/27	27	28.pdfpage	/dworshak/image/28.pdfpage
Letter to Dennis Chavez	Stevens, Robert T.	A draft[?] of a letter from Robert T. Stevens to Dennis Chavez.	1955-06-01	Chavez, Dennis, 1888-1962--Correspondence;Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Chavez, Dennis;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-009		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/28	28	29.cpd	/dworshak/supp/28/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														.)  ('  (  ~£vJ-,  .j~h~~~  ~ ofJ::. ;l.-,£~-iJ J)--~~~  M ~L:U'~ ~.-,~.a..-r9~~  ~ Cc.f. .J~~ ~.  .;.-~~ ~ ~~~&lt;V4~~-........  ~~~a7~~~'~  --:j~ co.-JP 4-r A:f. ~~ ~ -4; t:9 oUr.Ji  ~;;r;:-'~~ .:h-o -7 ~.-....4 ~.......:.  ~d~/?1&lt;.~. ~~c:U-d:~.J"1  ~~~A;;p~OL~~~  ~'-:'~~4~~~.:rbr~  ~~ ~ ~~M ~. Jlr d.e" A-t.L-,..J  ~~ .-vv ~~Jvt?",z, ~r """""'"  ~a:..4 ~~PQ.-.I M.o ck, ~ a..d~  ~,S-~~~~.  /ftrJ ~ ~ .:!LUI..-.... ~.:tD 4i. ~ ~ .:to  ~~~hi ...,,4 ~~~~..f.u-.v~  .:t;p~~~o-o.)-...k.- ~.~~  :r-1 M ~ a.b ~ hc::J1J ~ #:..I-~~~  At, ~ttf&gt;'---~~ #... ~ a-v4~~ 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/29	29	30.pdfpage	/dworshak/image/30.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														r ~ $U ~ .-.+ cd-~ .-.-47~  ~~b&gt;&lt;J ~~"'7~aAL~  ~ ~ '1 e..e., .~~ -.4~. fE..4.- S£f ~  ~~ ~~.~.  ~&lt;loa.'/" {U.~ o-d~~'I~~A  ~ ~. or;..M d;..~ ~~ :t:od~'':'':tIi~~  T~, ~ a;ftf3vJ;4.AJ;..u6oV;(f.~'I Ba&lt;~t3.MA.~  4 t2.44&lt;"da.4~~ c-&gt;v~ ~ ~ «·.,A ~.t:iI 4  t:&gt;--Ji -J-~~..s.... ~ ""7:f ~ 4- S c.a......- ..R.¥- ~..,s((f  cJfr~ ~~ += ~ ~~ i:h:f~~  ~. $ef~ ~ ~ ...:tz....xt:t.. ........., ~...,;,..ft ~.:  aJ!e~~~~;to~~Ao~-p¥.~ ...... ~  ~"""';-~..d-.  ~ 7""':'- r ~ G1~~~ ~~  ;..... ~ ::t&gt;r 8"&lt;J .d:.u ~. .If-~ ,j. ca-.v /'&lt; 7-",tf ~.  oY.df~r~  ~~  /70 6 ~.~u:k.  ~QIL~ ()t{.4£  •  • 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/30	30	31.pdfpage	/dworshak/image/31.pdfpage
Letter from Oliver A. Lewis	Lewis, Oliver A.	A handwritten letter from Oliver A. Lewis to Bert Curtis.	1955-06-02	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Lewis, Oliver A.	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-012		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/31	31	32.cpd	/dworshak/supp/31/index.pdf
Page 1									http://www.lib.uidaho.edu/digital/dworshak/														Sept."'r 3. 1955  5,lola Harr.ll  1....lIt.... Iomln TrlbL.e  I._llton, Id.b.  De.. 5,lola.  Frldl1 e•••l.0 you ,It .. to ask•••tat.ment on the Bruce. Eddy project tor  tho I..wio-Clark edltio••f ,.ur p.per belag plu.ed I. October r.la.... ".t  ke.wi.g b , ...rd. you ..dd like t. h... tar ••p" I trUit , •• will  ad.l hould tbar. be a.ytblNg deleted.  Our gr.up rklag for the Br Edd, pr.j••t laclede th. '.ter R........  C••I n .. of tb. Orofln. Ch r .f Co_r.o. tba Cl.arw.ter 0_ "IIOot..  t1•• and ,.rloul etblr Ch.-ber of C re. and "-1 cl.le org••l ..'loal In  tb. roglo.. OYor .Ixt, dlff.r••t g p. with th. _r.hlp of H••ral  tto••oad per•••• oro ••tl••l, .upportlog thl. proje.t. Spo.kl., f.r th•  ..tel' relOurCI. c...s.u... I lNat lay t~.t .Iturally • are dl.appolated tb.,  Co.gr••• did .ot toto ..r. po.iti••••tlo. o. tb. Br•••• Edd, proj.ct I. th.  rIce.' ....lon.  E••r I1n.e tho At., Corp. or CnglollOn urell\lht tbo ...d of 8roco. Edd, to  Ilgbt, .. b... h.ld .to.dt••t tbat eur lIe.t opportunity f.r .arl, d•••lop-  ...t lie. 1. the partnership or cooperative approach, There 11", of cour..,  ....ral "r, g.od ro.oooo r.r tbis tbl.kl.V. TIl. prl.otpol .... being Clear­water  CeuatJ II low In valuation and 1u oreat ueed of • "'rODger tax b... to  .upport It', lebo.II, county govornccDt, etc. W. f ..1 tba' our ..tlr re'ource.  tight ia 10_ way. be COIIPued to other rlsourCI••uch I' tlaber, aiaeral.  agrl ••lt.r.l r....r.e•••11 .f whl.b po, tbelr J••t .b... I. toxatlen,i•••p­port  of tbe looal ud n.t. tax ......., 1'11. dllY.l.P8tnt of e.r ...t.r r••••r •••  i. tho i.ter••t ef .tb.r. r ....ad fr.. tb. roglo. lid .t.te ...ld ••t brl.g t ••  ....lth. pep.l.tl••••r Ind••tr, ••r, .ppr••labl, te eur p.rtl••l.r ....t,. Tb•  ... of prlnte , t. j.1o p.bllc doll... 10 tb. do••l.P8t.t .f ••r p_j••t  loglc.ll, .b••ld b r. r.pld Idor.tl•• p.rtl, d.. t. tb. gr••t d...ad  for V. S. Tre...r, d.ll In ••U l def.... ud tb...., otber f...UOll.  of our vewen_at arou.ad tbe world. COIlplJUUOI fer gowftD_n\ .1., II .tlch  th.t • hu.drod , ......, go b, wi tho.t o.r htl f.. gooo..wo.t doool0P8t.t.  E.or,tblag ... bear .nd le... ladl••te. tbat ••r d•••loP8t.t ..n .... through  tho .._.t.i.,por.tl•••ppr•••h. Dr. P...l .f th. Bo.e••lll. Po...r Adai.I.tr.tlo• n.t.d tbat $1.000.000.00 per d., ••n be .,..t f.r n•••xt t .. ,.ar. 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/32	32	33.pdfpage	/dworshak/image/33.pdfpage
Page 2									http://www.lib.uidaho.edu/digital/dworshak/														S,1Yh IIorrell - 2-  to t..p .p i. tto ...d for tilo..tt.. AMothor .t.t....t which h•• bee. -.do  ..., ti... b, tto B..no.illo PGOer Adal.i.tr.tor o.d othor. i. tt.t oar ro­qolr•••  u .Ul do.blo o.ch too 10.... A Itlt•••t Uto.ho ... -.do lI..ral  ti... th.t ttore "0 projo.t. to tho liti.g of both tho Fedorel, pri.ete eed  ..opereti•• i.tor••t.. .e f..l ttet th.re er...., project. which logicel1,  8." be de,.loped by tbe gn,ern.elt ~l~ce th~,e arc too costl, tor prl,atl  de••lo,..et ood lect i.tern.t ., i.d••triel gro.p" Th.r. er. proj••t. which  i.d••tr, i. willi.g to de.olop ..d otter. wh... the ..opereti•• or p..t ....  •bip approlc_ ..... 'h...,t fea.tbl., particularl, wbe. flood cOltro1, ••'lg..  Uo. e.d pe_. de••lo_t .U er. i..,.,rt..,t. 10 the te..lo,...t of n...  • arl••• project. ~r.h"'l'. plaP.t.~ ~.t ••t be •••rlook. Logical aad  orderly d.,.lD~.t Ire l.,.rtant and ••,t be caretull, cOI.leered 1•••tborlza­tion•  • feel ttat .thoriuUoe for B..... Ed., proj••t .bo.ld he.. beee lotrod••ed  i. the le.t Co.gre....d f..l tbet the ptilo."h, of Co.gr••• a••t be .l..ifi.d  la Itl thinking of ..ter re.nurce. de••lepRIlt. W. re.lize tha' co_grl......1  ICtiOI 1••10w. The ....115 of pr~rel' Ire 110w. .IUl tbe Hcond ....ton of  our Conqre.. colling up in J••uary, water resource, dlvllopRAt will be a "Ir,  important topic. Our go.ernment ha. 8pent -.&1 ~111oDI of dollara on gOfem-  .It proj••U do.. the male It.. of the ColuMa. Th... proj••u t ter•  • pltr•• Itorag. if tk., ar. to operat. ofU.i.aU,. n. Ara1 I.gb her.  rope.tedl, n.ted nat the Br.... IlId, proj••t h or graat roh. to tbea fer  .pltre••tor-ve, I" re•••• bebg II th.at 1t Is HUI.t at bud. ne Ar.,  EllQiiD..rl UI ••t unou. that tll11 project "eehl. f.yorul. aeUtta at tke  ...li••t poa.ibl. date. Th., ....it.ll, i.t....tod i. wet.r .torage. ..  h btere.t b, local pewer ",.,:JJIi•• who dellra thl right to job win tto  9 _t for tUowen prod••U .. at Br.... 1ddJ. It 11 our f..U.g net  all lI.u b... be.. _ighed, the U.. 11 ripe IJId tblt the Br.... Edd, bill  h • a..t for tb••ut ....i.. or eeagre....d it will be lotred.cod o. ttl  put••r.bip pi d will r iva fl.orlblo a.ti...  Tr••ti.v thlt '0 wort thl.g G.t fr.. thi. l.tt.r Ilo.g the Ii•••  tbat you ...liGDed Friday evening.  SIncer.l, Jour.,  A.. B. Cvrth. laJor  ABC'gb 			2011-03-15	2011-03-15	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/33	33	34.pdfpage	/dworshak/image/34.pdfpage
Letter to Sylvia Harrell	Curtis, Bert	A letter form Bert Curtis to Silvia Harrell of the Lewiston Morning Tribune, which constitutes a stement regarding the Bruces Eddy project	1955-09-03	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir;	Curtis, Bert; Bruces Eddy;	MG 147	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	03-7a-016		Correspondence Files	Text	application/pdf	PDF displayed. Individual pages saved as 400 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.	eng	2011	Dworshak Dam (Idaho)						2015-08-27	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/34	34	35.cpd	/dworshak/supp/34/index.pdf
